assists, ats margin, ats streak, attendance, blocks, coach, conference, date, day, defensive rebounds, dpa, dps, field goals attempted, field goals made, fouls, free throws attempted, free throws made, full name, game number, half scores, line, losses, margin, margin at the half, matchup losses, matchup wins, minutes, month, offensive rebounds, officials, opponents, ou margin, ou streak, overtime, points, rank, rebounds, rest, rival, school name, season, site, site streak, start time, steals, streak, subconference, team, three pointers attempted, three pointers made, time of game, total, tournament, turnovers, venuecap, wins
13,-4.000,0,4027,0,Dan Earl,S,20191105,Tuesday,19,1.250,-2.750,67,25,22,13,9,,1,[38, 30],8.000,0,-12,2,0,0,,11,9,,[],-1.500,0,0,68,,28,,,VMI,2019,away,0,,7,0,,VMI,24,9,,149.500,,8,,0
10,-10.000,0,1776,5,Cliff Ellis,SB,20191105,Tuesday,22,6.500,-3.500,60,29,16,16,8,,1,[33, 41],-9.000,0,-1,-3,0,0,,11,16,,[],3.000,0,0,74,,38,,,Coastal Carolina,2019,home,0,,2,0,,CCAR,22,8,,146.000,,12,,0
15,10.000,0,1776,3,Kevin McGeehan,BIGS,20191105,Tuesday,18,-3.500,6.500,62,24,16,15,15,,1,[36, 39],9.000,0,1,3,0,0,,11,11,,[],3.000,0,0,75,,29,,,Campbell,2019,away,0,,7,0,,CAMP,34,12,,146.000,,7,,0
14,8.500,0,2005,1,Pat Skerry,CAA,20191105,Tuesday,23,-7.000,1.500,62,29,17,9,7,,1,[32, 40],-5.500,0,14,9,0,0,,11,8,,[],-5.500,0,0,72,,31,,,Towson,2019,home,0,,7,0,,TWSN,12,7,,135.500,,9,,0
11,-8.500,0,2005,1,Jamion Christian,A10,20191105,Tuesday,24,1.500,-7.000,48,19,11,17,12,,1,[23, 35],5.500,0,-14,-9,0,0,,11,6,,[],-5.500,0,0,58,,30,,,George Washington,2019,away,0,,2,0,,GW,26,8,,135.500,,15,,0
20,12.000,0,1282,5,Brian Earl,IVY,20191105,Tuesday,26,-2.750,9.250,62,32,15,15,13,,1,[45, 39],-8.000,0,20,7,0,0,,11,6,,[],6.500,0,0,84,,32,,,Cornell,2019,home,0,,10,0,,CORN,21,7,,141.500,,6,,0
12,-12.000,0,1282,4,Tommy Dempsey,AE,20191105,Tuesday,17,9.250,-2.750,58,24,17,10,7,,1,[38, 26],8.000,0,-20,-7,0,0,,11,6,,[],6.500,0,0,64,,23,,,Binghamton,2019,away,0,,4,0,,BING,25,9,,141.500,,12,,0
18,-3.500,0,4258,2,David Cox,A10,20191105,Tuesday,37,-1.250,-4.750,70,27,14,17,13,,1,[36, 40],-14.500,0,11,8,0,0,,11,15,,[],-6.000,0,0,76,,52,,,Rhode Island,2019,home,0,,5,0,,RI,26,9,,147.000,,10,,0
15,3.500,0,4258,1,Derek Kellogg,NE,20191105,Tuesday,28,-4.750,-1.250,68,22,16,12,8,,1,[28, 37],14.500,0,-11,-8,0,0,,11,8,,[],-6.000,0,0,65,,36,,,LIU,2019,away,0,,6,0,,LIU,44,13,,147.000,,12,,0
15,-3.000,0,,3,Michael White,SEC,20191105,Tuesday,25,2.250,-0.750,69,29,16,18,13,,1,[39, 35],-18.000,0,15,17,0,0,,11,18,,[],1.500,0,0,74,6,43,,,Florida,2019,home,0,,7,0,POWER6,FLA,15,3,,131.500,,10,12000,0
13,3.000,0,,0,Matthew Driscoll,ASUN,20191105,Tuesday,22,-0.750,2.250,57,21,18,10,6,,1,[22, 37],18.000,0,-15,-17,0,0,,11,10,,[],1.500,0,0,59,,32,,,North Florida,2019,away,0,,3,0,,NFLA,34,11,,131.500,,18,,0
19,-11.500,0,19273,7,Rick Barnes,SEC,20191105,Tuesday,28,6.000,-5.500,65,33,17,12,6,,1,[36, 42],-26.500,0,15,8,0,0,,11,16,,[],0.500,0,0,78,,44,,,Tennessee,2019,home,0,,5,0,POWER6,TENN,17,6,,140.500,,17,21678,0
4,11.500,0,19273,3,Mike Morrell,BIGS,20191105,Tuesday,17,-5.500,6.000,64,24,18,14,10,,1,[28, 35],26.500,0,-15,-8,0,0,,11,9,,[],0.500,0,0,63,,26,,,N.C. Asheville,2019,away,0,,13,0,,NCASH,20,5,,140.500,,14,,0
17,,0,2110,1,Keno Davis,MIDAM,20191105,Tuesday,24,,,68,36,9,26,18,,1,[51, 51],,0,40,15,0,0,,11,7,,[],,0,0,102,,31,,,Central Michigan,2019,home,0,,18,0,,CMICH,27,12,,,,3,,0
11,,0,2110,1,,,20191105,Tuesday,21,,,57,24,19,7,5,,1,[36, 26],,0,-40,-15,0,0,,11,6,,[],,0,0,62,,27,,,MichiganDearborn,2019,away,0,,1,0,,MICHD,24,9,,,,23,,0
13,,0,1214,4,Griff Aldrich,BIGS,20191105,Tuesday,30,,,47,29,18,16,8,,1,[34, 39],,0,22,9,0,0,,11,7,,[],,0,0,73,,37,,,Longwood,2019,home,0,,8,0,,LONGW,20,7,,,,20,,0
14,,0,1214,0,,,20191105,Tuesday,15,,,58,17,18,16,10,,1,[25, 26],,0,-22,-9,0,0,,11,9,,[],,0,0,51,,24,,,Marymount (VA),2019,away,0,,10,0,,MARVA,30,7,,,,15,,0
16,,0,,5,John Groce,MIDAM,20191105,Tuesday,24,,,71,30,13,12,10,,1,[39, 42],,0,17,9,0,0,,11,11,,[],,0,0,81,,35,,,Akron,2019,home,0,,5,0,,AKR,34,11,,,,12,,0
5,,0,,4,,,20191105,Tuesday,24,,,63,25,12,13,10,,1,[30, 34],,0,-17,-9,0,0,,11,9,,[],,0,0,64,,33,,,Malone,2019,away,0,,6,0,,MALU,18,4,,,,14,,0
15,,0,802,1,Barclay Radebaugh,BIGS,20191105,Tuesday,27,,,66,38,13,33,20,,1,[50, 49],,0,28,6,0,0,,11,6,,[],,0,0,99,,33,,,Charleston Southern,2019,home,0,,11,0,,CHASO,12,3,,,,7,,0
12,,0,802,1,,,20191105,Tuesday,27,,,55,23,28,17,13,,1,[44, 27],,0,-28,-6,0,0,,11,4,,[],,0,0,71,,31,,,Columbia International,2019,away,0,,2,0,,COLINT,29,12,,,,23,,0
11,-23.500,0,4305,2,Mark Schmidt,A10,20191105,Tuesday,19,4.750,-18.750,55,20,21,15,10,,1,[25, 28],-11.500,0,-12,-7,0,0,,11,12,,[],-14.000,0,0,53,,31,,,St. Bonaventure,2019,home,0,,4,0,,STBON,19,3,,132.000,,16,,0
17,23.500,0,4305,2,Jeff Boals,MIDAM,20191105,Tuesday,20,-18.750,4.750,51,24,18,16,9,,1,[32, 33],11.500,0,12,7,0,0,,11,7,,[],-14.000,0,0,65,,27,,,Ohio,2019,away,0,,10,0,,OHIO,22,8,,132.000,,12,,0
18,,0,1878,6,Lennie Acuff,ASUN,20191105,Tuesday,40,,,75,41,12,23,16,,1,[45, 59],,0,49,20,0,0,,11,11,,[],,0,0,104,,51,,,Lipscomb,2019,home,0,,6,0,,LIPSC,18,6,,,,10,,0
9,,0,1878,4,,,20191105,Tuesday,23,,,74,23,16,7,4,,1,[25, 30],,0,-49,-20,0,0,,11,7,,[],,0,0,55,,30,,,Rhodes College,2019,away,0,,2,0,,RHC,19,5,,,,18,,0
21,,0,1456,6,Matt Matheny,CAA,20191105,Tuesday,29,,,71,31,18,21,16,,1,[48, 42],,0,6,12,0,0,,11,10,,[],,0,0,90,,39,,,Elon University,2019,home,0,,4,0,,ELCOL,23,12,,,,10,,0
15,,0,1456,4,,,20191105,Tuesday,24,,,67,27,20,22,20,,1,[36, 48],,0,-6,-12,0,0,,11,7,,[],,0,0,84,,31,,,Mars Hill,2019,away,0,,5,0,,MARSH,27,10,,,,10,,0
17,10.000,0,5371,0,Carmen Maciariello,MAAC,20191105,Tuesday,26,14.250,24.250,67,35,23,18,15,,1,[54, 42],-6.000,0,16,23,0,0,,11,13,,[],38.500,0,0,96,,39,,,Siena,2019,home,0,,4,0,,SIENA,21,11,,137.500,,13,,0
7,-10.000,0,5371,1,Mike Brennan,PAT,20191105,Tuesday,18,24.250,14.250,54,28,17,28,18,,1,[31, 49],6.000,0,-16,-23,0,0,,11,5,,[],38.500,0,0,80,,23,,,American U.,2019,away,0,,5,0,,AMERU,18,6,,137.500,,11,,0
15,1.500,0,13633,8,Mark Turgeon,B10,20191105,Tuesday,28,-4.750,-3.250,76,37,6,24,16,,1,[51, 44],-22.500,0,24,12,0,0,,11,17,,[],-8.000,0,0,95,7,45,,,Maryland,2019,home,0,,8,0,POWER6,MARY,27,5,,174.000,,8,17950,0
15,-1.500,0,13633,0,Bill Carmody,PAT,20191105,Tuesday,23,-3.250,-4.750,67,30,19,5,4,,1,[39, 32],22.500,0,-24,-12,0,0,,11,3,,[],-8.000,0,0,71,,26,,,Holy Cross,2019,away,0,,3,0,,HCROS,27,7,,174.000,,14,,0
26,13.000,0,8693,8,Richard Pitino,B10,20191105,Tuesday,29,-12.000,1.000,57,31,13,14,10,,1,[38, 47],-22.000,0,35,17,0,0,,11,7,,[],-11.000,0,0,85,,36,,,Minnesota,2019,home,0,,5,0,POWER6,MIN,29,13,,146.000,,16,14625,0
10,-13.000,0,8693,2,Dennis Felton,HRZ,20191105,Tuesday,19,1.000,-12.000,55,19,17,11,9,,1,[21, 29],22.000,0,-35,-17,0,0,,11,5,,[],-11.000,0,0,50,,24,,,Cleveland St.,2019,away,0,,7,0,,CLEST,19,3,,146.000,,16,,0
12,-15.000,0,10034,2,Brad Underwood,B10,20191105,Tuesday,33,5.250,-9.750,61,27,17,29,19,,1,[30, 36, 12],-23.000,0,8,11,0,0,,11,17,,[],-4.500,0,1,78,,50,,,Illinois,2019,home,0,,6,0,POWER6,ILL,19,5,,152.500,,22,16618,0
13,15.000,0,10034,4,Austin Claunch,SL,20191105,Tuesday,15,-9.750,5.250,66,27,29,9,8,,1,[19, 47, 4],23.000,0,-8,-11,0,0,,11,3,,[],-4.500,0,1,70,,18,,,Nicholls State,2019,away,0,,11,0,,NICST,20,8,,152.500,,16,,0
18,17.000,0,13103,11,Steve Wojo,BE,20191105,Tuesday,35,-14.000,3.000,58,30,21,20,14,,1,[44, 44],-18.000,0,35,29,0,0,,11,8,,[],-11.000,0,0,88,,43,,,Marquette,2019,home,0,,4,0,POWER6,MARQ,23,14,,152.000,,21,17500,0
12,-17.000,0,13103,2,Tavaras Hardy,PAT,20191105,Tuesday,19,3.000,-14.000,65,20,18,22,9,,1,[15, 38],18.000,0,-35,-29,0,0,,11,8,,[],-11.000,0,0,53,,27,,,LoyolaMaryland,2019,away,0,,11,0,,LOYMD,18,4,,152.000,,9,,0
13,2.500,0,1476,7,Fran Ohanlon,PAT,20191105,Tuesday,26,-14.000,-11.500,50,26,16,5,5,,1,[34, 31],0.500,0,2,3,0,0,,11,5,,[],-25.500,0,0,65,,31,,,Lafayette,2019,home,0,,6,0,,LAFA,20,8,,153.500,,20,,0
6,-2.500,0,1476,1,Jim Engles,IVY,20191105,Tuesday,18,-11.500,-14.000,61,23,10,16,12,,1,[31, 32],-0.500,0,-2,-3,0,0,,11,9,,[],-25.500,0,0,63,,27,,,Columbia,2019,away,0,,6,0,,COLU,19,5,,153.500,,11,,0
21,5.000,0,2412,3,Matt Lottich,MISSV,20191105,Tuesday,20,8.250,13.250,71,31,19,14,11,,1,[39, 40],3.000,0,2,4,0,0,,11,15,,[],21.500,0,0,79,,35,,,Valparaiso,2019,home,0,,11,0,,VAL,21,6,,134.500,,15,,0
16,-5.000,0,2412,3,Ted Kowalckz,MIDAM,20191105,Tuesday,21,13.250,8.250,53,26,19,17,14,,1,[35, 42],-3.000,0,-2,-4,0,0,,11,6,,[],21.500,0,0,77,,27,,,Toledo,2019,away,0,,9,0,,TOL,28,11,,134.500,,21,,0
23,,0,529,11,Donnie Jones,ASUN,20191105,Tuesday,32,,,61,31,11,17,11,,1,[44, 40],,0,58,27,0,0,,11,12,,[],,0,0,84,,44,,,Stetson,2019,home,0,,12,0,,STET,29,11,,,,13,,0
5,,0,529,1,,,20191105,Tuesday,18,,,55,8,16,7,6,,1,[17, 9],,0,-58,-27,0,0,,11,8,,[],,0,0,26,,26,,,Trinity Baptist,2019,away,0,,6,0,,TB,26,4,,,,20,,0
13,5.000,0,7202,8,Lon Kruger,B12,20191105,Tuesday,33,-3.500,1.500,65,31,15,23,18,,1,[36, 49],-13.000,0,18,0,0,0,,11,8,,[],-2.000,0,0,85,,41,,,Oklahoma,2019,home,0,,5,0,POWER6,OKL,25,5,,154.000,,14,11528,0
10,-5.000,0,7202,1,Steve Henson,USA,20191105,Tuesday,29,1.500,-3.500,74,25,22,17,12,,1,[36, 31],13.000,0,-18,0,0,0,,11,14,,[],-2.000,0,0,67,,43,,,TexasSan Antonio,2019,away,0,,8,0,,TXSA,29,5,,154.000,,15,,0
14,-8.500,0,6230,5,Ben Howland,SEC,20191105,Tuesday,20,-2.000,-10.500,57,31,15,17,10,,1,[40, 37],-16.500,0,8,10,0,0,,11,13,,[],-12.500,0,0,77,,33,,,Mississippi State,2019,home,0,,10,0,POWER6,MISST,14,5,,158.500,,18,10575,0
16,8.500,0,6230,5,Jeremy Ballard,USA,20191105,Tuesday,13,-10.500,-2.000,60,28,20,10,6,,1,[30, 39],16.500,0,-8,-10,0,0,,11,12,,[],-12.500,0,0,69,,25,,,Florida International,2019,away,0,,8,0,,FLINT,26,7,,158.500,,16,,0
32,1.500,0,13744,7,Steve Prohm,B12,20191105,Tuesday,33,17.750,19.250,87,45,8,11,7,,1,[56, 54],-34.500,0,36,23,0,0,,11,15,,[],37.000,0,0,110,,48,,,Iowa State,2019,home,0,,15,0,POWER6,IAST,35,13,,147.000,,10,14376,0
13,-1.500,0,13744,0,Lindsey Hunter,SWAC,20191105,Tuesday,25,19.250,17.750,73,30,9,8,3,,1,[33, 41],34.500,0,-36,-23,0,0,,11,10,,[],37.000,0,0,74,,35,,,Mississippi Valley State,2019,away,0,,3,0,,MSVAS,29,11,,147.000,,21,,0
21,7.000,0,16002,10,Penny Hardaway,AAC,20191105,Tuesday,30,-1.250,5.750,66,36,21,21,19,,1,[50, 47],-26.000,0,33,18,0,0,,11,12,,[],4.500,0,0,97,14,42,,,Memphis,2019,home,0,,8,0,,MEM,20,6,,156.500,,13,,0
9,-7.000,0,16002,1,Murray Garvin,MEAC,20191105,Tuesday,15,5.750,-1.250,58,21,20,18,14,,1,[32, 32],26.000,0,-33,-18,0,0,,11,5,,[],4.500,0,0,64,,20,,,South Carolina State,2019,away,0,,2,0,,SCST,25,8,,156.500,,18,,0
15,-3.500,0,4010,2,Tim Jankovich,AAC,20191105,Tuesday,20,1.250,-2.250,60,26,16,25,17,,1,[31, 43],-12.500,0,9,7,0,0,,11,17,,[],-1.000,0,0,74,,37,,,Southern Methodist,2019,home,0,,7,0,,SMU,21,5,,140.000,,13,,0
12,3.500,0,4010,3,Ray Harper,OV,20191105,Tuesday,24,-2.250,1.250,56,23,19,16,12,,1,[24, 41],12.500,0,-9,-7,0,0,,11,13,,[],-1.000,0,0,65,,37,,,Jacksonville St.,2019,away,0,,7,0,,JACST,22,7,,140.000,,18,,0
11,8.000,0,4495,5,Brian Gregory,AAC,20191105,Tuesday,25,-14.750,-6.750,54,20,22,35,23,,1,[37, 33],-21.000,0,29,11,0,0,,11,12,,[],-21.500,0,0,70,,37,,,South Florida,2019,home,0,,9,0,,SOFLA,21,7,,132.500,,12,,0
5,-8.000,0,4495,3,George Ivory,SWAC,20191105,Tuesday,23,-6.750,-14.750,45,13,21,19,11,,1,[26, 15],21.000,0,-29,-11,0,0,,11,5,,[],-21.500,0,0,41,,28,,,ArkansasPine Bluff,2019,away,0,,4,0,,ARKPB,12,4,,132.500,,21,,0
14,-4.000,0,7025,5,Aaron Mckie,AAC,20191105,Tuesday,31,-7.250,-11.250,65,28,14,13,9,,1,[31, 39],-12.000,0,8,0,0,0,,11,8,,[],-18.500,0,0,70,,39,,,Temple,2019,home,0,,11,0,,TEMP,15,5,,150.500,,11,,0
17,4.000,0,7025,6,Zach Spiker,CAA,20191105,Tuesday,27,-11.250,-7.250,69,24,14,11,8,,1,[31, 31],12.000,0,-8,0,0,0,,11,15,,[],-18.500,0,0,62,,42,,,Drexel,2019,away,0,,9,0,,DREX,30,6,,150.500,,14,,0
15,-1.000,0,10056,7,Gregg Marshall,AAC,20191105,Tuesday,28,-12.500,-13.500,71,26,14,12,5,,1,[31, 37],-15.000,0,14,6,0,0,,11,13,,[],-26.000,0,0,68,,41,,,Wichita St.,2019,home,0,,8,0,,WIST,31,11,,148.000,,7,,0
10,1.000,0,10056,2,Derrin Hansen,SUMM,20191105,Tuesday,31,-13.500,-12.500,56,22,10,10,5,,1,[25, 29],15.000,0,-14,-6,0,0,,11,4,,[],-26.000,0,0,54,,35,,,Nebraska Omaha,2019,away,0,,4,0,,NEBO,19,5,,148.000,,13,,0
20,21.500,0,4963,1,Porter Moser,MISSV,20191105,Tuesday,31,-9.250,12.250,63,35,11,10,8,,1,[39, 43],-12.500,0,34,17,0,0,,11,5,,[],3.000,0,0,82,,36,,,LoyolaChicago,2019,home,0,,7,0,,LOCHI,16,4,,127.000,,8,,0
9,-21.500,0,4963,3,Jim Les,BIGW,20191105,Tuesday,19,12.250,-9.250,57,21,12,8,3,,1,[22, 26],12.500,0,-34,-17,0,0,,11,5,,[],3.000,0,0,48,,24,,,UC Davis,2019,away,0,,3,0,,UCDAV,17,3,,127.000,,14,7600,0
20,,0,1439,2,Joe Golding,SL,20191105,Tuesday,30,,,75,36,21,17,12,,1,[47, 43],,0,51,35,0,0,,11,12,,[],,0,0,90,,42,,,Abilene Christian,2019,home,0,,16,0,,ABCH,27,6,,,,7,,0
3,,0,1439,3,,,20191105,Tuesday,27,,,49,12,17,18,11,,1,[12, 27],,0,-51,-35,0,0,,11,7,,[],,0,0,39,,34,,,Arlington Baptist College,2019,away,0,,3,0,,ARLBAP,21,4,,,,28,,0
22,20.500,0,6501,4,Jay Wright,BE,20191105,Tuesday,38,-7.000,13.500,69,36,14,16,13,,1,[49, 48],-22.500,0,43,23,0,0,,11,12,,[],6.500,0,0,97,10,50,,,Villanova,2019,home,0,,9,0,POWER6,VILLA,30,12,,144.500,,17,,0
11,-20.500,0,6501,3,Jimmy Allen,PAT,20191105,Tuesday,18,13.500,-7.000,64,20,16,10,7,,1,[26, 28],22.500,0,-43,-23,0,0,,11,4,,[],6.500,0,0,54,,22,,,Army,2019,away,0,,9,0,,ARMY,30,7,,144.500,,17,,0
13,-6.500,0,17133,6,Kevin Keatts,ACC,20191105,Tuesday,26,9.500,3.000,71,27,19,23,20,,1,[42, 33, 6],-5.500,0,-1,7,0,0,,11,13,,[],12.500,0,1,81,,39,,,NC State,2019,home,0,,5,0,POWER6,NCSTA,16,7,,150.500,,13,19557,0
20,6.500,0,17133,9,Josh Pastner,ACC,20191105,Tuesday,28,3.000,9.500,61,30,22,22,16,,1,[35, 40, 7],5.500,0,1,-7,0,0,,11,6,,[],12.500,0,1,82,,34,,,Georgia Tech,2019,away,0,,10,0,POWER6,GATEC,20,6,,150.500,,15,8600,0
12,-34.500,0,15745,6,Fred Hoiberg,B10,20191105,Tuesday,19,2.250,-32.250,55,16,11,19,9,,1,[28, 19],-15.500,0,-19,-4,0,0,,11,9,,[],-30.000,0,0,47,,28,,,Nebraska,2019,home,0,,6,0,POWER6,NEB,26,6,,143.000,,11,15147,0
12,34.500,0,15745,2,David Patrick,BIGW,20191105,Tuesday,35,-32.250,2.250,55,23,18,9,8,,1,[32, 34],15.500,0,19,4,0,0,,11,11,,[],-30.000,0,0,66,,46,,,UC Riverside,2019,away,0,,8,0,,UCRIV,25,12,,143.000,,16,3168,0
12,-6.000,0,3483,5,Dave Leitao,BE,20191105,Tuesday,29,-5.500,-11.500,58,29,21,15,7,,1,[45, 27],-24.000,0,18,19,0,0,,11,7,,[],-17.000,0,0,72,,36,,,DePaul,2019,home,0,,11,0,POWER6,DEP,20,7,,143.000,,17,10387,0
6,6.000,0,3483,1,Montez Robinson,SWAC,20191105,Tuesday,23,-11.500,-5.500,66,17,14,21,17,,1,[26, 28],24.000,0,-18,-19,0,0,,11,17,,[],-17.000,0,0,54,,40,,,Alcorn St.,2019,away,0,,9,0,,ALCST,24,3,,143.000,,17,,0
17,-0.500,0,16321,7,Greg Mcdermitt,BE,20191105,Tuesday,37,-7.750,-8.250,63,33,16,11,4,,1,[39, 42],-26.500,0,26,8,0,0,,11,10,,[],-16.000,0,0,81,,47,,,Creighton,2019,home,0,,9,0,POWER6,CRE,25,12,,152.000,,15,18320,0
9,0.500,0,16321,2,Amir Abdur Rahim,ASUN,20191105,Tuesday,26,-8.250,-7.750,60,22,14,13,8,,1,[31, 24],26.500,0,-26,-8,0,0,,11,7,,[],-16.000,0,0,55,,33,,,Kennesaw St.,2019,away,0,,5,0,,KENST,21,3,,152.000,,17,,0
25,,0,2087,7,Todd Simon,BIGSKY,20191105,Tuesday,37,,,73,40,17,34,21,,1,[62, 48],,0,44,31,0,0,,11,10,,[],,0,0,110,,47,,,Southern Utah,2019,home,0,,16,0,,SUTAH,25,9,,,,14,5300,0
10,,0,2087,0,,,20191105,Tuesday,27,,,69,24,24,15,11,,1,[31, 35],,0,-44,-31,0,0,,11,7,,[],,0,0,66,,34,,,Bethesda University,2019,away,0,,6,0,,BETHES,25,7,,,,21,,0
11,-0.500,0,6779,2,Dana Altman,P12,20191105,Tuesday,28,-4.500,-5.000,60,25,12,27,20,,1,[38, 33],-14.500,0,14,11,0,0,,11,15,,[],-9.500,0,0,71,15,43,,,Oregon,2019,home,0,,8,0,POWER6,ORE,13,1,,137.500,,13,12369,0
15,0.500,0,6779,7,Justin Hutson,MW,20191105,Tuesday,23,-5.000,-4.500,62,20,20,14,10,,1,[27, 30],14.500,0,-14,-11,0,0,,11,7,,[],-9.500,0,0,57,,30,,,Fresno St.,2019,away,0,,5,0,,FRSNO,40,9,,137.500,,19,15544,0
27,,0,1050,8,Shantay Legans,BIGSKY,20191105,Tuesday,27,,,78,43,13,9,7,,1,[52, 55],,0,82,40,0,0,,11,13,,[],,0,0,107,,40,,,Eastern Washington,2019,home,0,,23,0,,EWAS,30,14,,,,6,6000,0
5,,0,1050,0,,,20191105,Tuesday,19,,,49,7,12,11,9,,1,[12, 13],,0,-82,-40,0,0,,11,12,,[],,0,0,25,,31,,,Portland Bible College,2019,away,0,,2,0,,PBC,14,2,,,,31,,0
12,17.500,0,3780,1,Mark Fox,P12,20191105,Tuesday,30,-2.250,15.250,54,31,13,18,15,,1,[35, 52],1.500,0,16,-2,0,0,,11,5,,[],13.000,0,0,87,,35,,,California,2019,home,0,,4,0,POWER6,CAL,19,10,,145.000,,12,11877,0
16,-17.500,0,3780,4,Lorenzo Romar,WESTC,20191105,Tuesday,18,15.250,-2.250,70,26,14,9,9,,1,[37, 34],-1.500,0,-16,2,0,0,,11,10,,[],13.000,0,0,71,,28,,,Pepperdine,2019,away,0,,3,0,,PEP,29,10,,145.000,,9,3104,0
11,2.500,0,1517,5,Sam Scholl,WESTC,20191105,Tuesday,14,6.500,9.000,59,23,16,24,19,,1,[48, 25],5.500,0,-3,14,0,0,,11,10,,[],15.500,0,0,73,,24,,,San Diego,2019,home,0,,8,0,,SD,23,8,,133.500,,13,5100,0
13,-2.500,0,1517,2,Russell Turner,BIGW,20191105,Tuesday,26,9.000,6.500,53,25,22,27,24,,1,[34, 42],-5.500,0,3,-14,0,0,,11,9,,[],15.500,0,0,76,,35,,,UC Irvine,2019,away,0,,5,0,,UCIRV,11,2,,133.500,,16,4984,0
17,-9.500,0,8324,6,Steve Alford,MW,20191105,Tuesday,26,7.250,-2.250,68,28,29,9,7,,1,[32, 42],-4.500,0,-5,-5,0,0,,11,3,,[],5.000,0,0,74,,29,,,Nevada,2019,home,0,,7,0,,NEV,30,11,,148.000,,6,11536,0
11,9.500,0,8324,3,Larry Krytkowski,P12,20191105,Tuesday,35,-2.250,7.250,59,26,16,35,22,,1,[37, 42],4.500,0,5,5,0,0,,11,10,,[],5.000,0,0,79,,45,,,Utah,2019,away,0,,3,0,POWER6,UTAH,23,5,,148.000,,13,15000,0
10,,0,856,9,Barret Peery,BIGSKY,20191105,Tuesday,22,,,80,36,17,31,20,,1,[54, 40],,0,25,26,0,0,,11,18,,[],,0,0,94,,40,,,Portland St.,2019,home,0,,18,0,,PORST,15,2,,,,15,3094,0
20,,0,856,1,,,20191105,Tuesday,22,,,65,26,22,11,9,,1,[28, 41],,0,-25,-26,0,0,,11,8,,[],,0,0,69,,30,,,Puget Sound,2019,away,0,,7,0,,PUGET,25,8,,,,30,,0
21,7.500,0,3422,8,Wayne Tinkle,P12,20191105,Tuesday,27,-3.000,4.500,63,29,15,31,22,,1,[45, 42],-12.500,0,20,14,0,0,,11,14,,[],1.500,0,0,87,,41,,,Oregon St.,2019,home,0,,8,0,POWER6,ORST,20,7,,152.500,,10,9604,0
13,-7.500,0,3422,2,Mark Gottfried,BIGW,20191105,Tuesday,17,4.500,-3.000,60,23,24,18,13,,1,[31, 36],12.500,0,-20,-14,0,0,,11,10,,[],1.500,0,0,67,,27,,,CSU Northridge,2019,away,0,,5,0,,CSNOR,26,8,,152.500,,15,2400,0
15,1.000,0,3021,11,Andy Enfield,P12,20191105,Tuesday,31,1.250,2.250,67,30,18,23,14,,1,[24, 53],-28.000,0,29,1,0,0,,11,16,,[],3.500,0,0,77,,47,,,Southern California,2019,home,0,,12,0,POWER6,USC,17,3,,121.500,,17,10258,0
9,-1.000,0,3021,1,Robert Mccullum,MEAC,20191105,Tuesday,25,2.250,1.250,62,20,21,15,7,,1,[23, 25],28.000,0,-29,-1,0,0,,11,10,,[],3.500,0,0,48,,35,,,Florida A&M,2019,away,0,,10,0,,FAMU,8,1,,121.500,,18,,0
12,-6.000,0,7576,4,Jim Laranaga,ACC,20191105,Tuesday,19,10.500,4.500,69,30,13,11,4,,1,[26, 48],7.000,0,-13,-19,0,0,,11,11,,[],15.000,0,0,74,,30,,,MiamiFlorida,2019,home,0,,6,0,POWER6,MIAFL,24,10,,146.000,,10,7972,0
14,6.000,0,7576,4,Chris Mack,ACC,20191105,Tuesday,28,4.500,10.500,63,34,17,14,10,,1,[45, 42],-7.000,0,13,19,0,0,,11,10,,[],15.000,0,0,87,5,38,,,Louisville,2019,away,0,,8,0,POWER6,LOUVI,19,9,,146.000,,12,22090,0
12,19.500,0,10093,5,Brian Dutcher,MW,20191105,Tuesday,34,-26.750,-7.250,72,28,19,26,12,,1,[48, 29],-15.500,0,35,35,0,0,,11,20,,[],-34.000,0,0,77,,54,,,San Diego St.,2019,home,0,,10,0,,SDST,24,9,,153.000,,14,12414,0
6,-19.500,0,10093,3,Johnny Jones,SWAC,20191105,Tuesday,24,-7.250,-26.750,62,14,20,14,10,,1,[13, 29],15.500,0,-35,-35,0,0,,11,12,,[],-34.000,0,0,42,,36,,,Texas Southern,2019,away,0,,3,0,,TXSOU,19,4,,153.000,,17,,0
17,3.500,0,7728,4,TJ Otzelberger,MW,20191105,Tuesday,31,-3.500,0.000,54,28,16,28,23,,1,[39, 47],-11.500,0,15,16,0,0,,11,9,,[],-3.500,0,0,86,,40,,,UNLV,2019,home,0,,3,0,,UNLV,19,7,,160.500,,14,18776,0
12,-3.500,0,7728,4,,SUMM,20191105,Tuesday,16,0.000,-3.500,58,28,21,13,9,,1,[23, 48],11.500,0,-15,-16,0,0,,11,2,,[],-3.500,0,0,71,,18,,,Purdue Fort Wayne,2019,away,0,,10,0,,PFW,22,6,,160.500,,11,,0
20,,0,1360,5,Matt Figger,OV,20191105,Tuesday,33,,,82,46,17,19,13,,1,[56, 54],,0,43,21,0,0,,11,16,,[],,0,0,110,,49,,,Austin Peay,2019,home,0,,13,0,,AUPEA,23,5,,,,13,,0
